Project,Core Area,Repository,URL-Link,Accountable Engineering Manager,Exit Plan,Exit Date,Exit Plan State,Post 3/31 Exit Justification,ID
"MSIClient","Marketing & Ads Engineering","ClientOutbound","https://dev.azure.com/geico/MSIClient/_git/ClientOutbound","Kendrick, Jennifer","Plan to refactor into .NET Open Source","3/31/2024","In Progress",,"441"
"MSIClient","Marketing & Ads Engineering","ClientPMH","https://dev.azure.com/geico/MSIClient/_git/ClientPMH","Kendrick, Jennifer","Plan to refactor into .NET Open Source","2/6/2024","Completed",,"442"
"MSIClient","Marketing & Ads Engineering","ClientPROSPECT","https://dev.azure.com/geico/MSIClient/_git/ClientPROSPECT","Kendrick, Jennifer","Plan to refactor into .NET Open Source","2/6/2024","Completed",,"443"
"MSIClient","Marketing & Ads Engineering","ClientSearchApi","https://dev.azure.com/geico/MSIClient/_git/ClientSearchApi","Kendrick, Jennifer","Plan to refactor into .NET Open Source","3/31/2024","In Progress",,"444"
"Enterprise Document Services","Enablement Platforms","ClientServiceProcessor","https://dev.azure.com/geico/Enterprise%20Document%20Services/_git/ClientServiceProcessor","Pawar, Prashant","Plan to Sunset","3/31/2024","In Progress",,"445"
"Cloud Automation","Infrastructure","CloudAccountManagementPlatform","https://dev.azure.com/geico/Cloud%20Automation/_git/CloudAccountManagementPlatform","Gothi, Kuldip","Immediately Archive","2/9/2024","Not Started",,"446"
"Underwriting Systems","Core Insurance Platforms","CLU-ClueApi","https://dev.azure.com/geico/Underwriting%20Systems/_git/CLU-ClueApi","Jogam, Jayashree","Immediately Archive","1/31/2024","Completed",,"447"
"Underwriting Systems","Core Insurance Platforms","CLU-CLUEReports","https://dev.azure.com/geico/Underwriting%20Systems/_git/CLU-CLUEReports","Jogam, Jayashree","Immediately Archive","1/31/2024","Completed",,"448"
"Underwriting Systems","Core Insurance Platforms","CLU-CLUESSIS","https://dev.azure.com/geico/Underwriting%20Systems/_git/CLU-CLUESSIS","Jogam, Jayashree",,,"Not Started","<div class=""ExternalClass6310591F8B2D4D389CA8537369FD5B82""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><br></div></div>","449"
"Underwriting Systems","Core Insurance Platforms","CLU-DMCCCLUEDBCore","https://dev.azure.com/geico/Underwriting%20Systems/_git/CLU-DMCCCLUEDBCore","Jogam, Jayashree","Plan to refactor into .NET Open Source","3/31/2025","Not Started","<div class=""ExternalClass81EE7A61D93A4EA4AFD7261720727AC8""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""color&%2358;rgb(50, 49, 48);font-size&%2358;12px;background-color&%2358;rgb(250, 249, 248);display&%2358;inline !important;"">No Action Required as SSIS and Database projects still require .Net framework.  .Net Core versions doesn't support database projects. </span><br></div></div>","450"
"Underwriting Systems","Core Insurance Platforms","CLU-DMCCSY-CLUEDB-SQLQuery","https://dev.azure.com/geico/Underwriting%20Systems/_git/CLU-DMCCSY-CLUEDB-SQLQuery","Jogam, Jayashree","Immediately Archive","1/31/2024","Completed",,"451"
"DSS","Data Engineering","CLUEDataETL","https://dev.azure.com/geico/DSS/_git/CLUEDataETL","Merritts, Ross","Plan to Sunset","6/30/2024","Not Started","<div class=""ExternalClass538345B352F74268AC01532D2AC1CBD3""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(255, 255, 255);display&%2358;inline !important;"">Given current GDH and PACE priorities data teams will not have the bandwidth to migrate these apps by 3/31.&%23160;</span><br></div></div>","452"
"Underwriting Systems","Core Insurance Platforms","CM-Config","https://dev.azure.com/geico/Underwriting%20Systems/_git/CM-Config","Ranganathan, Hari","Plan to refactor into .NET Open Source","2/8/2024","Completed",,"453"
"ITNBCM","Core Insurance Platforms","CMDCore","https://dev.azure.com/geico/ITNBCM/_git/CMDCore","Wiggins, Mark","Immediately Archive",,"Not Started",,"454"
"ITNBCM","Core Insurance Platforms","CMDScheduler","https://dev.azure.com/geico/ITNBCM/_git/CMDScheduler","Wiggins, Mark",,,,,"455"
"ITNBCM","Core Insurance Platforms","CMDUI","https://dev.azure.com/geico/ITNBCM/_git/CMDUI","Wiggins, Mark","Immediately Archive",,"Not Started",,"456"
"Cloud Automation","Infrastructure","CMNugetTesting","https://dev.azure.com/geico/Cloud%20Automation/_git/CMNugetTesting","Dulanto, Dennis","Immediately Archive","2/12/2024","Not Started",,"457"
"Modernization Testing","Core Insurance Platforms","CMTWeb","https://dev.azure.com/geico/Modernization%20Testing/_git/CMTWeb",,,,"Not Started",,"458"
"Reference Data Services","Core Insurance Platforms","CodeGen","https://dev.azure.com/geico/Reference%20Data%20Services/_git/CodeGen","Sharma, Shweti","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"459"
"Cloud Automation","Infrastructure","CodeSamples","https://dev.azure.com/geico/Cloud%20Automation/_git/CodeSamples","Dulanto, Dennis","Immediately Archive","2/12/2024","Not Started",,"460"
"Commercial_Billing","Enterprise Engineering","COMADC","https://dev.azure.com/geico/Commercial_Billing/_git/COMADC",,,,"Not Started",,"461"
"Commercial_Billing","Enterprise Engineering","COMBBS","https://dev.azure.com/geico/Commercial_Billing/_git/COMBBS",,,,,,"462"
"Commercial_Billing","Enterprise Engineering","COMBBS.AppService","https://dev.azure.com/geico/Commercial_Billing/_git/COMBBS.AppService",,,,"Not Started",,"463"
"MSI CM","Core Insurance Platforms","CombinedPolicy","https://dev.azure.com/geico/MSI%20CM/_git/CombinedPolicy",,,,"Not Started",,"464"
"Commercial_Billing","Enterprise Engineering","COMMBB","https://dev.azure.com/geico/Commercial_Billing/_git/COMMBB",,"Immediately Archive","2/21/2024","Completed",,"465"
"Commercial_Billing","Enterprise Engineering","COMMBB.AppService","https://dev.azure.com/geico/Commercial_Billing/_git/COMMBB.AppService",,,,"Not Started",,"466"
"Commercial","Digital Engineering","CommercialBatch","https://dev.azure.com/geico/Commercial/_git/CommercialBatch","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"467"
"DOISCICD","Developer Engineering","CommercialBatch","https://dev.azure.com/geico/DOISCICD/_git/CommercialBatch","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"468"
"Commercial","Digital Engineering","CommercialDataFixTool","https://dev.azure.com/geico/Commercial/_git/CommercialDataFixTool","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"469"
"Commercial","Digital Engineering","CommercialDuckCreek","https://dev.azure.com/geico/Commercial/_git/CommercialDuckCreek","Clower, Amy","Plan to Sunset","12/30/2026","Not Started",,"470"
"DOISCICD","Developer Engineering","CommercialDuckCreek","https://dev.azure.com/geico/DOISCICD/_git/CommercialDuckCreek","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"471"
"Commercial","Digital Engineering","CommercialDuckCreekARR","https://dev.azure.com/geico/Commercial/_git/CommercialDuckCreekARR","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"472"
"DOISCICD","Developer Engineering","CommercialDuckCreekARR","https://dev.azure.com/geico/DOISCICD/_git/CommercialDuckCreekARR","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"473"
"Commercial","Digital Engineering","CommercialIntegrationService","https://dev.azure.com/geico/Commercial/_git/CommercialIntegrationService","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"474"
"DOISCICD","Developer Engineering","CommercialIntegrationService","https://dev.azure.com/geico/DOISCICD/_git/CommercialIntegrationService","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"475"
"Commercial","Digital Engineering","CommercialIntegrationServiceAdmin","https://dev.azure.com/geico/Commercial/_git/CommercialIntegrationServiceAdmin","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"476"
"DOISCICD","Developer Engineering","CommercialIntegrationServiceAdmin","https://dev.azure.com/geico/DOISCICD/_git/CommercialIntegrationServiceAdmin","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"477"
"Commercial","Digital Engineering","CommercialIntegrationServiceARR","https://dev.azure.com/geico/Commercial/_git/CommercialIntegrationServiceARR","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"478"
"DOISCICD","Developer Engineering","CommercialIntegrationServiceARR","https://dev.azure.com/geico/DOISCICD/_git/CommercialIntegrationServiceARR","Theimer, James","Plan to Sunset","3/31/2024","Not Started",,"479"
"Enterprise Document Services","Enablement Platforms","CommercialProcessor","https://dev.azure.com/geico/Enterprise%20Document%20Services/_git/CommercialProcessor","Pawar, Prashant","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"480"
"Commercial","Digital Engineering","CommercialReporting","https://dev.azure.com/geico/Commercial/_git/CommercialReporting","Clower, Amy","Immediately Archive","2/7/2024","Completed",,"481"
"Commercial","Digital Engineering","CommercialTelematics","https://dev.azure.com/geico/Commercial/_git/CommercialTelematics","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"482"
"Commercial","Digital Engineering","CommercialTelematicsARR","https://dev.azure.com/geico/Commercial/_git/CommercialTelematicsARR","Clower, Amy","Immediately Archive","2/14/2024","Completed",,"483"
"Commercial","Digital Engineering","CommercialTIATools","https://dev.azure.com/geico/Commercial/_git/CommercialTIATools","Clower, Amy","Immediately Archive","2/7/2024","Not Started",,"484"
"Modernization Testing","Core Insurance Platforms","CommitFailures","https://dev.azure.com/geico/Modernization%20Testing/_git/CommitFailures",,,,"Not Started",,"485"
"DOISCICD","Developer Engineering","ConfidenceScoreAutomation","https://dev.azure.com/geico/DOISCICD/_git/ConfidenceScoreAutomation","Theimer, James","Immediately Archive","3/31/2024","Not Started",,"486"
"IT Claims","Core Claims Platforms","ConfigAdmin","https://dev.azure.com/geico/IT%20Claims/_git/ConfigAdmin","Warnick, Wes","Plan to rewrite on non .Net Open Source","12/31/2025","Not Started","<div class=""ExternalClass5E12AD1B3B4C4BFA8987B88B82B068FB""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(250, 249, 248);display&%2358;inline !important;"">SSC will be replaced in a strangler fig pattern by MCP, written in Java and DXF.&%23160; There is no benefit in rewriting SSC to upgrade the entire app to .Net Core since MCP has already started.</span><br></div></div>","487"
"BoatUS","Digital Engineering","ConfigurationLibrary","https://dev.azure.com/geico/BoatUS/_git/ConfigurationLibrary","Owens, Brian","Plan to refactor into .NET Open Source","2/16/2024","Not Started",,"488"
"ITNBCM","Core Insurance Platforms","ConfigurationManagerTool","https://dev.azure.com/geico/ITNBCM/_git/ConfigurationManagerTool","Wiggins, Mark",,,,,"489"
"CSS Custom Apps","Enterprise Engineering","Console - 360 Survey","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20360%20Survey","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"490"
"CSS Custom Apps","Enterprise Engineering","Console - Aspect Workday Integration","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20Aspect%20Workday%20Integration","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"491"
"CSS Custom Apps","Enterprise Engineering","Console - DEAP","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20DEAP","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"492"
"CSS Custom Apps","Enterprise Engineering","Console - DUIS (DirectNet User Information Service)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20DUIS%20%28DirectNet%20User%20Information%20Service%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"493"
"CSS Custom Apps","Enterprise Engineering","Console - eGreetings","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20eGreetings","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"494"
"CSS Custom Apps","Enterprise Engineering","Console - ICBS (Insurance Counselor Bonus System)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20ICBS%20%28Insurance%20Counselor%20Bonus%20System%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"495"
"CSS Custom Apps","Enterprise Engineering","Console - ICBS (Insurance Counselor Bonus System) 2","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20ICBS%20%28Insurance%20Counselor%20Bonus%20System%29%202","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"496"
"CSS Custom Apps","Enterprise Engineering","Console - ICBS DUIS Backup","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20ICBS%20DUIS%20Backup","Dees, Nathan","Immediately Archive","2/14/2024","Not Started",,"497"
"CSS Custom Apps","Enterprise Engineering","Console - SOB (Cloud MoveIt)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20SOB%20%28Cloud%20MoveIt%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"498"
"CSS Custom Apps","Enterprise Engineering","Console - SOB (Source of Business)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20SOB%20%28Source%20of%20Business%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"499"
"CSS Custom Apps","Enterprise Engineering","Console - Workday Schedules","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/Console%20-%20Workday%20Schedules","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"500"
"DSS","Data Engineering","ConstantsDataReader","https://dev.azure.com/geico/DSS/_git/ConstantsDataReader","Legesse, Bethlehem","Plan to Sunset","6/30/2024","Not Started","<div class=""ExternalClass405467C819454E19A5B7D6A3DB35C34C""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(255, 255, 255);display&%2358;inline !important;"">Given current GDH, PACE, and Telematics priorities data teams will not have the bandwidth to migrate these apps by 3/31. This code base will be migrated to .NET CORE and moved into the repos of the apps that relies on it prior to the repo being sunset.</span><br></div></div>","501"
"BoatUS","Digital Engineering","ConsumerPrivacyAct","https://dev.azure.com/geico/BoatUS/_git/ConsumerPrivacyAct","Mokha, Rajie","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassBD4F68597DF84DDFAFD22EC07A2E5DD7""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Resource constraints</div></div>","502"
"BoatUS","Digital Engineering","ContactFormService","https://dev.azure.com/geico/BoatUS/_git/ContactFormService","Mokha, Rajie","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassB366570D0EAA4B09853504238A99602D""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Resource constraints</div></div>","503"
"Imaging","Enablement Platforms","ContractProcessor","https://dev.azure.com/geico/Imaging/_git/ContractProcessor","Patel, Kamlesh","Plan to rewrite on non .Net Open Source","7/1/2025","Not Started","<div class=""ExternalClassA1D787410B174D5FAA310A9BE234E2C2""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">This is an old application that was replaced by P8ReportsGenerator. It can be deleted from git.</div></div>","504"
"Modernization Testing","Core Insurance Platforms","ControlReporting","https://dev.azure.com/geico/Modernization%20Testing/_git/ControlReporting",,,,"Not Started",,"505"
"Modernization Testing","Core Insurance Platforms","ControlReporting_BARVUE_UI","https://dev.azure.com/geico/Modernization%20Testing/_git/ControlReporting_BARVUE_UI",,,,"Not Started",,"506"
"Universal Conversation Engine","Core Insurance Platforms","Conversation Designer","https://dev.azure.com/geico/Universal%20Conversation%20Engine/_git/Conversation%20Designer","Grabarczyk, John",,,,,"507"
"Billing","Enterprise Engineering","ConversionTracking","https://dev.azure.com/geico/Billing/_git/ConversionTracking",,,,"Not Started",,"508"
"DSS","Data Engineering","CookieTempDataProvider","https://dev.azure.com/geico/DSS/_git/CookieTempDataProvider","Pfleegor, Eric","Plan to Sunset","6/30/2024","Not Started","<div class=""ExternalClass1DD3C42E16FE4EE38A1D9E3437C0188E""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">We plan to retire these repositories but need time to review and ensure none of the code is used in any of our other apps. Given other GDH and PACE priorities we will not be able to conduct that review until after the 3/31 date.</div></div>","509"
